household_id;car_availability;bicycle_availability;number_of_cars;number_of_bicycles;income;census_household_id
46242;all;all;1;2;0.0;5529
3520;all;all;1;4;0.0;429
16055;all;all;1;4;0.0;1822
18768;all;all;1;4;0.0;2326
29550;none;all;1;4;0.0;3397
55329;all;all;1;4;0.0;6755
3592;all;all;1;1;0.0;443
20640;all;all;1;1;0.0;2410
28348;none;all;1;1;0.0;3357
30214;all;all;1;1;0.0;3414
40718;all;all;1;1;0.0;4893
50859;all;all;1;1;0.0;5975
50879;none;all;1;1;0.0;5978
54861;all;all;1;1;0.0;6738
3632;none;all;1;0;0.0;465
12597;all;none;1;0;0.0;1497
16959;all;all;1;0;0.0;1954
17070;none;all;1;0;0.0;1979
18209;all;all;1;0;0.0;2284
23114;none;all;1;0;0.0;2674
29261;all;all;1;0;0.0;3390
42183;all;all;1;0;0.0;5087
57739;none;all;1;0;0.0;7010
64438;all;all;1;0;0.0;7857
67140;none;none;1;0;0.0;8250
3667;all;all;1;4;0.0;478
23322;none;all;1;4;0.0;2735
39254;all;all;1;4;0.0;4583
3668;all;all;1;2;0.0;478
7275;all;all;1;2;0.0;886
26040;none;all;1;2;0.0;3069
3698;all;all;1;4;0.0;490
17883;all;all;1;4;0.0;2218
38102;all;all;1;4;0.0;4510
41849;all;none;1;4;0.0;5055
53305;all;all;1;4;0.0;6617
64936;all;all;1;4;0.0;7936
3716;all;all;1;2;0.0;501
40521;all;all;1;2;0.0;4845
3776;all;all;1;1;0.0;526
3786;all;all;1;3;0.0;527
31117;all;all;1;3;0.0;3565
36287;none;all;1;3;0.0;4302
41922;all;none;1;3;0.0;5068
3830;all;all;1;4;0.0;549
32769;all;all;1;4;0.0;3852
36884;all;all;1;4;0.0;4332
3836;all;all;1;1;0.0;550
49686;all;all;1;1;0.0;5798
3845;all;all;1;5;0.0;556
28441;all;all;1;5;0.0;3358
29031;all;all;1;5;0.0;3388
3908;all;all;1;3;0.0;573
11716;none;none;1;3;0.0;1390
15917;all;all;1;3;0.0;1799
16303;all;all;1;3;0.0;1869
24185;all;all;1;3;0.0;2919
39548;all;all;1;3;0.0;4591
39736;all;all;1;3;0.0;4611
49349;all;all;1;3;0.0;5756
53882;all;all;1;3;0.0;6677
61074;all;all;1;3;0.0;7479
3911;none;all;1;2;0.0;573
7966;all;all;1;2;0.0;911
8628;all;all;1;2;0.0;957
12485;all;all;1;2;0.0;1486
12766;all;all;1;2;0.0;1509
13206;all;all;1;2;0.0;1557
17461;all;all;1;2;0.0;2062
20770;all;all;1;2;0.0;2422
24184;all;none;1;2;0.0;2919
27465;all;all;1;2;0.0;3213
34861;none;all;1;2;0.0;4271
35782;all;all;1;2;0.0;4300
35808;all;all;1;2;0.0;4300
37004;all;all;1;2;0.0;4334
39516;all;all;1;2;0.0;4590
41029;all;all;1;2;0.0;4940
46878;none;all;1;2;0.0;5596
48203;all;all;1;2;0.0;5636
49174;all;all;1;2;0.0;5717
51120;all;all;1;2;0.0;6076
57645;all;all;1;2;0.0;6996
59697;all;all;1;2;0.0;7118
60077;none;all;1;2;0.0;7159
60599;all;all;1;2;0.0;7357
61982;all;all;1;2;0.0;7638
62119;none;none;1;2;0.0;7676
62663;all;all;1;2;0.0;7717
3927;all;all;1;0;0.0;574
16771;none;all;1;0;0.0;1918
16905;all;all;1;0;0.0;1941
39767;all;all;1;0;0.0;4620
52240;all;all;1;0;0.0;6438
67413;all;none;1;0;0.0;8277
3935;all;none;1;2;0.0;575
4316;all;all;1;2;0.0;645
11933;all;all;1;2;0.0;1415
28039;all;all;1;2;0.0;3310
30577;none;all;1;2;0.0;3471
3939;all;all;1;1;0.0;575
7900;all;all;1;1;0.0;911
13255;none;all;1;1;0.0;1558
15773;all;all;1;1;0.0;1775
18804;all;all;1;1;0.0;2327
35925;all;all;1;1;0.0;4300
39475;none;all;1;1;0.0;4590
41595;none;none;1;1;0.0;5038
44149;all;none;1;1;0.0;5261
44546;all;all;1;1;0.0;5295
46883;all;all;1;1;0.0;5596
51284;all;all;1;1;0.0;6116
53915;all;all;1;1;0.0;6679
62756;none;all;1;1;0.0;7719
4002;all;all;1;2;0.0;597
13260;all;all;1;2;0.0;1558
23898;none;all;1;2;0.0;2877
55853;all;all;1;2;0.0;6757
4035;all;all;1;2;0.0;599
26735;all;all;1;2;0.0;3143
4042;all;all;1;1;0.0;599
7167;all;all;1;1;0.0;861
9840;all;all;1;1;0.0;1215
23548;all;all;1;1;0.0;2807
29544;all;all;1;1;0.0;3397
32797;none;all;1;1;0.0;3853
34313;none;all;1;1;0.0;4204
49656;none;all;1;1;0.0;5797
64541;all;none;1;1;0.0;7875
4155;all;all;1;1;0.0;621
36090;all;all;1;1;0.0;4301
44575;all;all;1;1;0.0;5295
4159;none;all;1;5;0.0;621
6684;all;all;1;5;0.0;766
13920;all;all;1;5;0.0;1672
34858;all;all;1;5;0.0;4271
40062;all;all;1;5;0.0;4718
4225;all;all;1;4;0.0;633
5289;all;all;1;4;0.0;729
14100;all;all;1;4;0.0;1690
16667;all;all;1;4;0.0;1907
22387;all;all;1;4;0.0;2602
24548;all;all;1;4;0.0;2963
33816;all;all;1;4;0.0;4157
66361;all;all;1;4;0.0;8096
4242;none;all;1;2;0.0;633
5555;all;all;1;2;0.0;730
9762;none;all;1;2;0.0;1209
47501;all;all;1;2;0.0;5617
60632;all;all;1;2;0.0;7368
4257;all;all;1;1;0.0;634
22031;all;all;1;1;0.0;2571
4265;all;all;1;2;0.0;634
10215;none;none;1;2;0.0;1276
43589;all;all;1;2;0.0;5181
64473;all;all;1;2;0.0;7858
4291;all;all;1;2;0.0;635
16108;all;all;1;2;0.0;1833
18831;none;all;1;2;0.0;2331
29111;all;all;1;2;0.0;3389
64521;all;none;1;2;0.0;7859
4299;all;all;1;1;0.0;635
60387;all;all;1;1;0.0;7299
4346;none;all;1;1;0.0;646
12054;all;all;1;1;0.0;1438
67360;all;all;1;1;0.0;8275
4356;none;all;1;1;0.0;647
19911;all;all;1;1;0.0;2397
20372;all;all;1;1;0.0;2399
24073;all;all;1;1;0.0;2902
37448;none;none;1;1;0.0;4428
41936;all;none;1;1;0.0;5068
46338;all;all;1;1;0.0;5555
66698;all;all;1;1;0.0;8117
4380;all;all;1;2;0.0;651
7479;none;all;1;2;0.0;898
11006;all;all;1;2;0.0;1354
24275;none;none;1;2;0.0;2931
25968;none;all;1;2;0.0;3058
29338;all;all;1;2;0.0;3390
33366;all;all;1;2;0.0;4063
41547;none;none;1;2;0.0;5023
49908;none;all;1;2;0.0;5857
4486;all;all;1;5;0.0;658
13881;all;none;1;5;0.0;1666
21232;none;all;1;5;0.0;2506
22071;all;all;1;5;0.0;2577
30297;all;all;1;5;0.0;3423
60992;all;all;1;5;0.0;7459
62052;none;none;1;5;0.0;7657
63121;all;none;1;5;0.0;7776
67174;none;all;1;5;0.0;8255
4488;all;all;1;0;0.0;658
16201;all;all;1;0;0.0;1857
20553;all;all;1;0;0.0;2409
23503;all;none;1;0;0.0;2795
23676;all;all;1;0;0.0;2842
24008;all;all;1;0;0.0;2890
47284;all;all;1;0;0.0;5615
59874;none;all;1;0;0.0;7137
4508;all;all;1;3;0.0;658
5007;all;all;1;3;0.0;707
11988;all;all;1;3;0.0;1426
28491;all;all;1;3;0.0;3359
30878;all;all;1;3;0.0;3519
41510;none;none;1;3;0.0;5021
53789;all;all;1;3;0.0;6657
64492;all;all;1;3;0.0;7858
65223;none;all;1;3;0.0;7976
4512;all;all;1;2;0.0;658
60668;all;all;1;2;0.0;7377
4519;all;all;1;3;0.0;658
55217;none;all;1;3;0.0;6739
66961;all;all;1;3;0.0;8179
4545;all;all;1;2;0.0;659
5609;all;all;1;2;0.0;731
32155;none;all;1;2;0.0;3710
62250;all;all;1;2;0.0;7695
4563;all;all;1;3;0.0;659
21590;all;all;1;3;0.0;2554
4577;all;all;1;3;0.0;659
6473;all;all;1;3;0.0;753
14062;all;all;1;3;0.0;1689
28884;all;all;1;3;0.0;3383
30492;none;all;1;3;0.0;3455
31221;all;all;1;3;0.0;3582
47344;all;all;1;3;0.0;5616
4613;all;all;1;0;0.0;669
37085;all;all;1;0;0.0;4335
48307;all;all;1;0;0.0;5637
4625;all;all;1;0;0.0;669
6047;all;all;1;0;0.0;742
10184;all;none;1;0;0.0;1270
12761;all;all;1;0;0.0;1509
23381;all;all;1;0;0.0;2758
24238;none;all;1;0;0.0;2926
31561;all;all;1;0;0.0;3629
32818;all;all;1;0;0.0;3854
36044;all;all;1;0;0.0;4301
43891;all;all;1;0;0.0;5221
44523;none;all;1;0;0.0;5294
46175;all;all;1;0;0.0;5518
65058;none;all;1;0;0.0;7956
4635;all;all;1;3;0.0;669
13175;all;all;1;3;0.0;1557
15071;all;all;1;3;0.0;1725
4657;all;all;1;0;0.0;669
11481;all;all;1;0;0.0;1366
13923;all;none;1;0;0.0;1674
17217;all;all;1;0;0.0;2014
22750;all;all;1;0;0.0;2615
29775;all;all;1;0;0.0;3405
55359;all;all;1;0;0.0;6755
4663;all;all;1;1;0.0;669
16510;all;all;1;1;0.0;1895
23379;all;all;1;1;0.0;2757
25695;all;all;1;1;0.0;3023
31881;none;all;1;1;0.0;3660
60215;all;all;1;1;0.0;7238
4711;all;all;1;4;0.0;670
22667;all;all;1;4;0.0;2614
30087;none;all;1;4;0.0;3407
35886;none;all;1;4;0.0;4300
36459;all;all;1;4;0.0;4303
39330;all;all;1;4;0.0;4588
51293;all;all;1;4;0.0;6116
56573;all;all;1;4;0.0;6795
4713;all;none;1;2;0.0;670
11274;all;all;1;2;0.0;1365
16516;all;all;1;2;0.0;1895
20766;all;all;1;2;0.0;2422
36533;none;all;1;2;0.0;4303
39297;all;all;1;2;0.0;4588
43709;all;all;1;2;0.0;5197
48391;all;all;1;2;0.0;5637
63749;all;none;1;2;0.0;7796
66567;none;all;1;2;0.0;8115
4750;all;all;1;0;0.0;671
20852;all;all;1;0;0.0;2423
21802;all;all;1;0;0.0;2565
28746;none;all;1;0;0.0;3374
30910;none;all;1;0;0.0;3532
42881;all;all;1;0;0.0;5132
56708;all;all;1;0;0.0;6797
57334;none;all;1;0;0.0;6919
59398;none;all;1;0;0.0;7115
67390;all;all;1;0;0.0;8276
4798;all;all;1;3;0.0;671
46798;all;all;1;3;0.0;5586
61259;none;all;1;3;0.0;7516
4852;all;all;1;1;0.0;682
9613;all;all;1;1;0.0;1186
21608;all;all;1;1;0.0;2554
22046;all;all;1;1;0.0;2577
28935;all;all;1;1;0.0;3388
34007;all;all;1;1;0.0;4188
35027;all;all;1;1;0.0;4284
51227;all;all;1;1;0.0;6098
61186;all;all;1;1;0.0;7498
62433;all;all;1;1;0.0;7698
66397;all;none;1;1;0.0;8097
4904;all;all;1;1;0.0;694
9035;all;all;1;1;0.0;1007
36966;all;all;1;1;0.0;4333
62506;all;all;1;1;0.0;7709
4918;all;all;1;0;0.0;695
7665;all;all;1;0;0.0;904
4949;all;all;1;2;0.0;705
4972;all;all;1;2;0.0;706
45849;none;all;1;2;0.0;5471
47333;all;all;1;2;0.0;5615
4987;all;all;1;0;0.0;706
65798;all;all;1;0;0.0;8018
4998;all;all;1;3;0.0;707
5013;all;all;1;3;0.0;707
38691;all;all;1;3;0.0;4543
42408;all;all;1;3;0.0;5116
54555;all;all;1;3;0.0;6736
5042;all;none;1;0;0.0;717
11690;none;none;1;0;0.0;1389
23034;all;all;1;0;0.0;2639
37511;all;all;1;0;0.0;4431
56920;all;all;1;0;0.0;6837
5045;all;all;1;2;0.0;717
55866;none;all;1;2;0.0;6757
64250;none;none;1;2;0.0;7835
5155;all;all;1;0;0.0;725
13564;all;all;1;0;0.0;1637
18397;all;all;1;0;0.0;2307
33782;none;all;1;0;0.0;4156
40084;all;all;1;0;0.0;4731
47196;all;all;1;0;0.0;5615
50934;all;all;1;0;0.0;6015
62310;all;none;1;0;0.0;7696
63459;all;all;1;0;0.0;7778
65162;all;none;1;0;0.0;7975
5188;none;all;1;0;0.0;729
9571;all;all;1;0;0.0;1185
10101;all;all;1;0;0.0;1258
19496;all;all;1;0;0.0;2386
19689;all;all;1;0;0.0;2387
25258;all;all;1;0;0.0;3011
25982;all;all;1;0;0.0;3059
26143;all;all;1;0;0.0;3082
28280;all;all;1;0;0.0;3356
38198;all;all;1;0;0.0;4511
42537;all;all;1;0;0.0;5117
43551;all;all;1;0;0.0;5180
49716;all;all;1;0;0.0;5809
56869;all;all;1;0;0.0;6819
58878;all;all;1;0;0.0;7088
64956;all;none;1;0;0.0;7937
67289;all;none;1;0;0.0;8259
5253;all;all;1;2;0.0;729
7239;all;all;1;2;0.0;875
26808;all;all;1;2;0.0;3153
50549;all;all;1;2;0.0;5939
58012;all;all;1;2;0.0;7017
5257;all;all;1;2;0.0;729
13014;all;all;1;2;0.0;1545
40263;all;all;1;2;0.0;4765
63006;all;none;1;2;0.0;7775
5304;all;all;1;2;0.0;729
8890;all;all;1;2;0.0;971
10435;none;all;1;2;0.0;1306
43848;all;all;1;2;0.0;5213
56277;all;all;1;2;0.0;6775
58087;all;all;1;2;0.0;7018
66191;all;all;1;2;0.0;8059
5375;all;all;1;0;0.0;729
19716;all;all;1;0;0.0;2387
5404;all;all;1;1;0.0;730
24431;none;all;1;1;0.0;2961
26565;all;all;1;1;0.0;3131
5407;all;all;1;0;0.0;730
26916;none;all;1;0;0.0;3155
38634;all;all;1;0;0.0;4541
62797;all;none;1;0;0.0;7726
5430;all;all;1;0;0.0;730
7133;all;all;1;0;0.0;851
19635;none;all;1;0;0.0;2387
25293;all;all;1;0;0.0;3011
35381;all;all;1;0;0.0;4286
60088;all;all;1;0;0.0;7167
5442;all;all;1;2;0.0;730
20624;all;all;1;2;0.0;2410
22416;all;all;1;2;0.0;2602
50553;all;all;1;2;0.0;5939
52040;all;all;1;2;0.0;6299
5451;all;all;1;3;0.0;730
19020;all;all;1;3;0.0;2363
5507;all;all;1;5;0.0;730
11676;none;none;1;5;0.0;1379
15971;all;all;1;5;0.0;1809
26793;all;none;1;5;0.0;3153
53824;all;all;1;5;0.0;6659
60773;all;all;1;5;0.0;7415
5521;all;all;1;2;0.0;730
40254;all;all;1;2;0.0;4765
5549;all;all;1;0;0.0;730
27909;none;all;1;0;0.0;3299
34571;all;all;1;0;0.0;4223
60638;none;all;1;0;0.0;7375
64666;all;all;1;0;0.0;7895
5556;all;all;1;2;0.0;730
12717;all;all;1;2;0.0;1499
41505;none;none;1;2;0.0;5021
51213;all;all;1;2;0.0;6097
5679;all;all;1;2;0.0;731
13127;all;all;1;2;0.0;1547
14543;all;all;1;2;0.0;1713
14574;all;all;1;2;0.0;1713
14827;all;all;1;2;0.0;1714
21422;all;all;1;2;0.0;2549
22227;all;all;1;2;0.0;2596
29184;all;all;1;2;0.0;3389
41219;all;all;1;2;0.0;4959
47648;all;all;1;2;0.0;5618
52907;all;all;1;2;0.0;6576
56336;all;all;1;2;0.0;6776
5694;all;all;1;3;0.0;731
8004;all;all;1;3;0.0;921
19335;all;all;1;3;0.0;2385
26510;all;all;1;3;0.0;3130
32613;all;all;1;3;0.0;3829
45170;none;none;1;3;0.0;5372
55055;all;all;1;3;0.0;6738
5719;all;all;1;3;0.0;731
13148;all;all;1;3;0.0;1547
5738;all;all;1;2;0.0;731
14751;all;all;1;2;0.0;1714
34729;all;all;1;2;0.0;4254
57041;all;all;1;2;0.0;6859
67230;all;none;1;2;0.0;8257
5757;all;all;1;2;0.0;731
28155;all;all;1;2;0.0;3327
39612;none;all;1;2;0.0;4598
64185;none;none;1;2;0.0;7818
5795;none;all;1;2;0.0;731
16596;all;all;1;2;0.0;1906
21516;all;all;1;2;0.0;2553
24575;all;all;1;2;0.0;2963
47477;all;all;1;2;0.0;5616
5829;all;all;1;0;0.0;737
8757;all;all;1;0;0.0;959
9080;all;all;1;0;0.0;1031
29674;all;all;1;0;0.0;3404
51137;all;none;1;0;0.0;6078
5877;none;none;1;2;0.0;741
25483;all;all;1;2;0.0;3021
43012;all;all;1;2;0.0;5133
5879;all;all;1;4;0.0;741
29557;all;all;1;4;0.0;3398
34258;all;all;1;4;0.0;4204
59470;all;all;1;4;0.0;7115
5906;all;all;1;5;0.0;741
33754;all;none;1;5;0.0;4143
5921;all;all;1;1;0.0;741
24060;all;all;1;1;0.0;2901
46224;none;all;1;1;0.0;5519
61935;all;all;1;1;0.0;7636
67373;all;all;1;1;0.0;8276
5987;all;all;1;4;0.0;741
40036;all;all;1;4;0.0;4708
44898;all;all;1;4;0.0;5325
6006;all;all;1;2;0.0;741
49365;all;all;1;2;0.0;5757
6009;all;all;1;1;0.0;741
6020;all;all;1;0;0.0;741
18156;all;all;1;0;0.0;2278
29715;all;all;1;0;0.0;3404
30542;all;all;1;0;0.0;3469
33040;all;all;1;0;0.0;3916
42085;all;none;1;0;0.0;5071
48540;none;all;1;0;0.0;5638
64322;none;none;1;0;0.0;7838
6059;all;all;1;0;0.0;742
25479;all;none;1;0;0.0;3021
30684;all;all;1;0;0.0;3500
62768;all;all;1;0;0.0;7719
6080;all;all;1;2;0.0;742
6126;all;all;1;1;0.0;742
65879;none;none;1;1;0.0;8028
6140;all;none;1;1;0.0;742
18755;all;all;1;1;0.0;2326
20128;none;all;1;1;0.0;2398
22200;all;all;1;1;0.0;2591
28653;all;all;1;1;0.0;3373
35826;none;all;1;1;0.0;4300
46351;none;all;1;1;0.0;5555
52234;all;all;1;1;0.0;6437
6179;all;all;1;2;0.0;742
16030;none;none;1;2;0.0;1821
16782;all;all;1;2;0.0;1918
18197;all;all;1;2;0.0;2279
22162;all;all;1;2;0.0;2589
33136;all;all;1;2;0.0;3951
35874;all;all;1;2;0.0;4300
52528;all;all;1;2;0.0;6518
59940;all;all;1;2;0.0;7149
64632;all;all;1;2;0.0;7879
6196;all;all;1;0;0.0;742
9363;all;all;1;0;0.0;1125
15878;all;all;1;0;0.0;1797
23888;all;all;1;0;0.0;2877
41950;all;all;1;0;0.0;5068
44874;all;none;1;0;0.0;5325
47079;all;all;1;0;0.0;5599
48710;all;all;1;0;0.0;5639
6238;all;all;1;0;0.0;742
6241;all;all;1;2;0.0;742
6246;all;all;1;2;0.0;743
6259;all;all;1;3;0.0;743
18756;none;all;1;3;0.0;2326
22760;all;all;1;3;0.0;2615
27733;all;all;1;3;0.0;3262
34474;none;all;1;3;0.0;4207
37168;all;all;1;3;0.0;4364
38745;all;all;1;3;0.0;4557
43188;all;all;1;3;0.0;5134
43491;none;none;1;3;0.0;5166
48425;all;all;1;3;0.0;5637
61027;all;all;1;3;0.0;7476
65568;all;all;1;3;0.0;7999
6261;all;all;1;2;0.0;743
6296;none;all;1;0;0.0;743
12876;none;none;1;0;0.0;1511
25600;none;all;1;0;0.0;3022
40844;none;all;1;0;0.0;4909
44187;all;none;1;0;0.0;5262
46232;all;all;1;0;0.0;5519
48654;all;all;1;0;0.0;5639
6312;none;all;1;4;0.0;743
11487;all;none;1;4;0.0;1366
14254;none;all;1;4;0.0;1696
16719;all;all;1;4;0.0;1917
17845;all;all;1;4;0.0;2206
24730;all;all;1;4;0.0;2974
29901;all;all;1;4;0.0;3406
36134;all;all;1;4;0.0;4301
36413;all;all;1;4;0.0;4303
43742;all;all;1;4;0.0;5198
44435;all;all;1;4;0.0;5292
48974;none;all;1;4;0.0;5678
50665;all;all;1;4;0.0;5956
57283;all;all;1;4;0.0;6917
60433;all;all;1;4;0.0;7316
61577;all;all;1;4;0.0;7559
64067;none;all;1;4;0.0;7799
64597;all;all;1;4;0.0;7877
6371;all;all;1;2;0.0;743
15070;all;all;1;2;0.0;1725
6399;all;none;1;0;0.0;743
15654;all;all;1;0;0.0;1751
22734;all;all;1;0;0.0;2614
23208;all;all;1;0;0.0;2709
58461;all;all;1;0;0.0;7038
60703;none;all;1;0;0.0;7395
60912;all;all;1;0;0.0;7439
65015;all;all;1;0;0.0;7949
66644;all;all;1;0;0.0;8116
6444;all;all;1;4;0.0;747
19559;all;all;1;4;0.0;2386
21453;all;all;1;4;0.0;2553
49458;all;all;1;4;0.0;5775
6445;all;all;1;2;0.0;747
39008;all;all;1;2;0.0;4573
46725;all;all;1;2;0.0;5578
6493;none;all;1;5;0.0;753
57706;all;all;1;5;0.0;7005
6729;all;all;1;0;0.0;766
15262;all;all;1;0;0.0;1726
36012;all;all;1;0;0.0;4301
60862;all;all;1;0;0.0;7436
6745;all;all;1;0;0.0;767
8704;all;all;1;0;0.0;958
12740;all;all;1;0;0.0;1504
33197;all;all;1;0;0.0;3983
57070;all;all;1;0;0.0;6875
6747;all;all;1;2;0.0;767
51141;all;all;1;2;0.0;6078
59471;none;all;1;2;0.0;7115
6788;all;all;1;2;0.0;771
9172;none;all;1;2;0.0;1065
22353;all;all;1;2;0.0;2602
51903;all;all;1;2;0.0;6255
57185;all;all;1;2;0.0;6897
6817;all;all;1;0;0.0;778
31155;all;all;1;0;0.0;3580
32165;all;all;1;0;0.0;3710
6839;all;all;1;3;0.0;789
41387;all;all;1;3;0.0;4998
6866;all;all;1;2;0.0;791
17922;none;all;1;2;0.0;2229
6905;all;all;1;3;0.0;803
8302;all;all;1;3;0.0;945
32696;all;all;1;3;0.0;3838
34919;all;all;1;3;0.0;4279
38874;all;all;1;3;0.0;4572
49734;none;all;1;3;0.0;5816
50204;all;all;1;3;0.0;5898
53342;all;all;1;3;0.0;6618
56278;all;all;1;3;0.0;6775
6948;all;none;1;0;0.0;815
16855;all;all;1;0;0.0;1919
20732;all;all;1;0;0.0;2421
23772;all;all;1;0;0.0;2854
38799;all;all;1;0;0.0;4559
55831;all;all;1;0;0.0;6757
58212;all;all;1;0;0.0;7029
60425;all;none;1;0;0.0;7316
63839;all;all;1;0;0.0;7797
65050;all;all;1;0;0.0;7956
6951;all;all;1;4;0.0;815
21041;all;all;1;4;0.0;2469
54094;all;all;1;4;0.0;6717
6978;none;all;1;2;0.0;825
7037;all;all;1;2;0.0;837
7092;all;all;1;2;0.0;849
7098;all;all;1;0;0.0;849
62796;all;all;1;0;0.0;7725
7147;none;all;1;0;0.0;851
21625;all;all;1;0;0.0;2554
37848;all;all;1;0;0.0;4508
44736;all;all;1;0;0.0;5310
7155;all;all;1;3;0.0;861
23516;none;all;1;3;0.0;2799
29713;all;all;1;3;0.0;3404
50914;all;all;1;3;0.0;5998
7210;all;all;1;2;0.0;873
10095;all;all;1;2;0.0;1258
12009;all;none;1;2;0.0;1427
18888;all;all;1;2;0.0;2339
23163;all;all;1;2;0.0;2697
27136;none;all;1;2;0.0;3177
28949;all;all;1;2;0.0;3388
36763;all;all;1;2;0.0;4318
38949;all;all;1;2;0.0;4572
44627;all;all;1;2;0.0;5308
54500;all;all;1;2;0.0;6736
54726;all;all;1;2;0.0;6737
7243;all;all;1;3;0.0;875
7249;all;all;1;3;0.0;885
15227;all;all;1;3;0.0;1726
42194;all;all;1;3;0.0;5094
7289;none;all;1;2;0.0;887
7338;all;all;1;1;0.0;897
19210;all;all;1;1;0.0;2385
25100;all;all;1;1;0.0;3009
26508;all;all;1;1;0.0;3130
37251;all;all;1;1;0.0;4381
38103;all;all;1;1;0.0;4510
44401;all;all;1;1;0.0;5279
7407;all;all;1;0;0.0;897
10914;all;all;1;0;0.0;1353
12105;all;all;1;0;0.0;1449
14234;none;all;1;0;0.0;1691
19616;none;all;1;0;0.0;2386
34916;all;all;1;0;0.0;4279
40716;none;all;1;0;0.0;4892
40990;all;all;1;0;0.0;4926
7442;all;all;1;2;0.0;898
13696;all;all;1;2;0.0;1643
31195;all;all;1;2;0.0;3581
43863;all;all;1;2;0.0;5214
51222;all;all;1;2;0.0;6098
7485;all;all;1;1;0.0;898
49943;none;all;1;1;0.0;5858
7571;all;all;1;1;0.0;899
22864;all;all;1;1;0.0;2625
39107;all;all;1;1;0.0;4574
57012;all;all;1;1;0.0;6857
60240;all;all;1;1;0.0;7256
7590;all;all;1;1;0.0;899
41794;none;none;1;1;0.0;5054
7603;all;all;1;1;0.0;899
17120;all;all;1;1;0.0;2001
7697;all;all;1;0;0.0;909
13826;all;all;1;0;0.0;1655
26423;none;all;1;0;0.0;3119
63859;all;all;1;0;0.0;7797
65925;none;all;1;0;0.0;8035
66097;all;all;1;0;0.0;8039
66885;all;all;1;0;0.0;8157
7750;all;all;1;1;0.0;909
7879;all;all;1;1;0.0;911
18675;all;all;1;1;0.0;2325
23545;all;all;1;1;0.0;2807
30406;all;all;1;1;0.0;3439
34644;all;all;1;1;0.0;4239
53587;all;all;1;1;0.0;6637
59679;all;all;1;1;0.0;7118
62148;none;none;1;1;0.0;7678
67376;all;none;1;1;0.0;8276
7752;all;all;1;2;0.0;909
16857;all;all;1;2;0.0;1919
48155;all;all;1;2;0.0;5636
49382;all;all;1;2;0.0;5757
58349;all;all;1;2;0.0;7036
60617;all;all;1;2;0.0;7359
7861;all;all;1;0;0.0;910
11476;all;all;1;0;0.0;1366
14418;all;all;1;0;0.0;1703
29734;all;all;1;0;0.0;3404
38408;all;all;1;0;0.0;4526
50711;all;all;1;0;0.0;5957
62548;all;all;1;0;0.0;7715
62921;all;all;1;0;0.0;7758
7921;all;all;1;1;0.0;911
21786;all;all;1;1;0.0;2565
24198;all;all;1;1;0.0;2925
51855;all;all;1;1;0.0;6236
7995;all;all;1;2;0.0;921
37567;all;all;1;2;0.0;4445
46034;all;all;1;2;0.0;5503
50995;all;all;1;2;0.0;6019
57231;none;all;1;2;0.0;6899
8000;all;all;1;1;0.0;921
18050;all;all;1;1;0.0;2265
36673;all;all;1;1;0.0;4316
52662;all;all;1;1;0.0;6538
67208;all;all;1;1;0.0;8256
8022;all;all;1;0;0.0;922
8048;all;all;1;1;0.0;923
41785;all;none;1;1;0.0;5054
46544;all;all;1;1;0.0;5576
8052;all;all;1;0;0.0;923
20694;all;all;1;0;0.0;2411
8063;none;all;1;2;0.0;923
14815;all;all;1;2;0.0;1714
15701;all;all;1;2;0.0;1762
28903;none;all;1;2;0.0;3387
29030;none;all;1;2;0.0;3388
32662;all;all;1;2;0.0;3837
35077;none;all;1;2;0.0;4284
43559;all;none;1;2;0.0;5180
44331;none;all;1;2;0.0;5278
45339;all;all;1;2;0.0;5375
62383;none;all;1;2;0.0;7698
64676;none;all;1;2;0.0;7895
8142;all;all;1;2;0.0;935
8946;all;all;1;2;0.0;982
40674;all;all;1;2;0.0;4879
61039;all;all;1;2;0.0;7477
8164;all;all;1;4;0.0;935
10012;none;none;1;4;0.0;1246
15179;all;all;1;4;0.0;1725
31592;none;all;1;4;0.0;3631
40888;all;all;1;4;0.0;4911
51324;all;all;1;4;0.0;6118
63906;all;all;1;4;0.0;7797
8184;all;all;1;4;0.0;940
14054;all;all;1;4;0.0;1689
30489;none;all;1;4;0.0;3454
48829;all;all;1;4;0.0;5656
8206;all;all;1;2;0.0;945
42315;all;all;1;2;0.0;5111
50984;all;all;1;2;0.0;6019
58106;none;all;1;2;0.0;7019
8283;all;all;1;2;0.0;945
8333;all;all;1;0;0.0;946
38008;all;all;1;0;0.0;4509
38970;none;all;1;0;0.0;4573
58877;all;all;1;0;0.0;7087
66321;none;all;1;0;0.0;8096
8389;all;all;1;0;0.0;946
27614;all;all;1;0;0.0;3225
8469;none;all;1;3;0.0;947
11775;all;all;1;3;0.0;1401
32393;all;all;1;3;0.0;3775
42624;all;none;1;3;0.0;5118
45381;all;all;1;3;0.0;5375
8480;none;all;1;0;0.0;947
19696;all;all;1;0;0.0;2387
8504;all;all;1;0;0.0;947
37893;all;all;1;0;0.0;4508
40026;all;all;1;0;0.0;4703
56294;none;all;1;0;0.0;6775
8559;all;all;1;2;0.0;957
9991;all;all;1;2;0.0;1245
23747;all;all;1;2;0.0;2853
44800;all;all;1;2;0.0;5316
8602;all;all;1;2;0.0;957
33390;all;all;1;2;0.0;4077
51745;all;all;1;2;0.0;6199
